# timestamp tx ty tz qx qy qz qw
12065.009671 0.000000 0.000000 0.000000 0.636879 -0.374932 -0.243478 -0.628116
12065.043722 -0.002063 -0.069066 0.004443 0.639864 -0.370845 -0.247561 -0.625909
12065.079329 -0.022033 -0.133952 0.016521 0.643376 -0.366724 -0.250458 -0.623580
12065.109205 -0.035229 -0.066560 0.016570 0.645129 -0.363652 -0.252738 -0.622647
12065.141223 -0.040460 -0.130289 0.014986 0.646791 -0.361528 -0.254143 -0.621586
12065.174904 -0.028558 -0.077622 -0.009421 0.649300 -0.361686 -0.253411 -0.619173
12065.209893 -0.036149 -0.025615 -0.016056 0.652613 -0.363040 -0.251190 -0.615794
12065.244559 -0.039707 0.019310 -0.028279 0.655499 -0.364248 -0.250657 -0.612223
12065.278977 -0.035996 -0.017085 -0.001111 0.657690 -0.362547 -0.253511 -0.609701
12065.308237 -0.032265 -0.063380 -0.005860 0.659371 -0.358819 -0.258093 -0.608167
12065.342811 -0.024607 -0.018759 0.005560 0.661599 -0.353292 -0.265180 -0.605929
12065.377289 -0.027446 0.027535 0.010962 0.664410 -0.347436 -0.272498 -0.602986
12065.407628 -0.030495 0.079951 0.003923 0.667119 -0.342250 -0.278674 -0.600131
12065.441291 -0.020664 0.138193 -0.000821 0.669978 -0.336866 -0.285056 -0.596987
12065.478893 -0.024020 0.202055 -0.002102 0.673203 -0.331856 -0.290959 -0.593307
12065.509117 -0.030147 0.268721 0.013189 0.674996 -0.329210 -0.293403 -0.591538
12065.544698 -0.028982 0.332493 0.018002 0.675807 -0.328197 -0.295655 -0.590051
12065.576414 0.019098 0.311241 -0.009345 0.674663 -0.328475 -0.297935 -0.590058
12065.607868 0.043292 0.290118 0.032783 0.672660 -0.327208 -0.298985 -0.592513
12065.641801 0.029679 0.330967 0.014717 0.670472 -0.325648 -0.299190 -0.595740
12065.675478 0.045082 0.286890 0.014618 0.669107 -0.323665 -0.299149 -0.598370
12065.709142 0.035717 0.332621 0.013808 0.668014 -0.321299 -0.298784 -0.601043
12065.743487 0.035138 0.378991 0.018629 0.667024 -0.318229 -0.296927 -0.604684
12065.777647 0.030974 0.423967 0.029929 0.665640 -0.315948 -0.294387 -0.608635
12065.812293 0.039315 0.450088 -0.006383 0.666369 -0.315206 -0.288326 -0.611118
12065.842387 0.082016 0.444678 0.004688 0.669186 -0.315657 -0.280106 -0.611630
12065.877188 0.081317 0.486702 0.001871 0.671106 -0.316479 -0.275777 -0.611069
12065.907745 0.100848 0.464045 0.028132 0.670799 -0.316104 -0.275446 -0.611749
12065.942578 0.104903 0.462698 0.067642 0.669334 -0.314037 -0.278060 -0.613234
12065.973432 0.106426 0.493280 0.042208 0.667356 -0.311246 -0.282418 -0.614819
12066.008274 0.113769 0.528673 0.023340 0.665689 -0.307769 -0.286888 -0.616305
12066.042578 0.113468 0.567839 0.008901 0.664615 -0.304773 -0.290467 -0.617276
12066.077445 0.108126 0.609622 0.010600 0.664062 -0.302505 -0.293569 -0.617518
12066.111467 0.099810 0.648298 0.023925 0.663657 -0.300543 -0.296216 -0.617648
12066.145900 0.097956 0.688789 0.019497 0.663152 -0.299523 -0.297020 -0.618300
12066.179332 0.100718 0.702857 -0.017637 0.662351 -0.300919 -0.297264 -0.618362
12066.206694 0.077557 0.733991 -0.026208 0.661385 -0.302116 -0.296749 -0.619061
12066.240544 0.077713 0.763982 -0.052181 0.659013 -0.303636 -0.295181 -0.621592
12066.274543 0.084874 0.802272 -0.054465 0.656732 -0.304661 -0.293163 -0.624453
12066.309497 0.080603 0.840334 -0.056709 0.655098 -0.305740 -0.291509 -0.626412
12066.343932 0.079193 0.876433 -0.063083 0.654014 -0.306711 -0.289706 -0.627905
12066.378812 0.068391 0.908547 -0.054298 0.652552 -0.307815 -0.286955 -0.630145
12066.408771 0.080822 0.938493 -0.042393 0.650627 -0.309364 -0.285446 -0.632059
12066.444390 0.051303 0.925724 -0.031124 0.648229 -0.312537 -0.282197 -0.634417
12066.475575 0.045580 0.959188 -0.037489 0.647133 -0.317623 -0.274755 -0.636274
12066.512104 0.049879 0.925328 -0.029732 0.646169 -0.323823 -0.267975 -0.637020
12066.539958 0.047002 0.888857 -0.032441 0.644458 -0.327240 -0.265552 -0.638020
12066.573594 0.065833 0.922276 -0.031695 -0.641132 0.326718 0.265811 0.641521
12066.610191 0.082099 0.939893 -0.059651 -0.637936 0.324349 0.269449 0.644385
12066.645706 0.094826 0.913459 -0.034928 -0.636848 0.321282 0.275688 0.644359
12066.674929 0.092693 0.874655 -0.031412 -0.637071 0.319585 0.277191 0.644337
12066.709290 0.096650 0.892845 -0.064961 -0.638345 0.320172 0.278122 0.642381
12066.744625 0.132442 0.883487 -0.072352 -0.639469 0.321128 0.278958 0.640421
12066.779542 0.145810 0.916051 -0.060680 0.640682 -0.321615 -0.278874 -0.638999
12066.806646 0.162166 0.946775 -0.070593 0.641653 -0.322721 -0.277326 -0.638141
12066.840320 0.181045 0.937206 -0.042349 0.641564 -0.325450 -0.274686 -0.637986
12066.874119 0.174716 0.971348 -0.047796 0.640908 -0.328396 -0.273231 -0.637760
12066.907874 0.167033 1.003133 -0.060281 -0.638676 0.330918 0.270753 0.639749
12066.941840 0.184507 1.024309 -0.039321 -0.636977 0.332641 0.268523 0.641487
12066.976127 0.197996 1.054803 -0.032288 -0.636590 0.334138 0.266724 0.641843
12067.010303 0.215349 1.040950 -0.007814 -0.637528 0.334860 0.263043 0.642055
12067.044926 0.242190 1.027803 0.003650 -0.638336 0.335880 0.260566 0.641730
12067.073415 0.266628 1.018565 0.021040 -0.639869 0.337764 0.257220 0.640564
12067.107104 0.286279 1.007734 0.043871 0.642933 -0.341406 -0.251005 -0.638024
12067.140783 0.282770 1.035887 0.026928 0.646429 -0.346026 -0.242946 -0.635117
12067.174383 0.283678 1.066620 0.012229 0.647965 -0.349971 -0.236901 -0.633672
12067.208751 0.291937 1.051750 0.041314 0.646678 -0.351393 -0.235692 -0.634649
12067.242850 0.282399 1.030389 0.065022 0.644290 -0.350707 -0.237769 -0.636680
12067.276938 0.286212 1.035343 0.031914 0.642107 -0.349125 -0.243054 -0.637758
12067.308834 0.294289 1.014150 0.057350 0.641113 -0.347754 -0.246082 -0.638346
12067.344941 0.298754 0.995133 0.085315 0.640550 -0.347026 -0.248617 -0.638324
12067.373910 0.299963 1.029163 0.083940 0.639887 -0.347566 -0.251016 -0.637757
12067.408610 0.306969 1.038001 0.115690 0.639178 -0.348608 -0.252549 -0.637293
12067.441186 0.334308 1.036451 0.096726 0.638420 -0.349671 -0.251975 -0.637698
