# timestamp tx ty tz qx qy qz qw
1804.709988 0.000000 0.000000 0.000000 -0.542280 0.343504 0.299632 0.705803
1804.745188 -0.039004 0.016276 0.039583 -0.539721 0.351731 0.296774 0.704920
1804.777090 -0.070156 0.035770 0.077164 -0.538085 0.356395 0.293352 0.705260
1804.807816 -0.096219 0.046382 0.115084 -0.535535 0.360747 0.289940 0.706398
1804.841408 -0.123548 0.068371 0.148571 -0.530474 0.365351 0.287043 0.709029
1804.875133 -0.154451 0.060746 0.186829 -0.525820 0.370452 0.285038 0.710656
1804.907486 -0.125767 0.061012 0.147729 -0.523584 0.373951 0.284735 0.710596
1804.942413 -0.096977 0.065839 0.110612 -0.523079 0.375681 0.287466 0.708954
1804.976438 -0.067406 0.060328 0.077559 -0.524236 0.374982 0.292006 0.706610
1805.010961 -0.034909 0.071016 0.052915 -0.526782 0.373247 0.299106 0.702654
1805.040607 -0.010875 0.081852 0.021309 -0.528292 0.371461 0.304023 0.700353
1805.074846 -0.011108 0.043955 0.008040 -0.528407 0.368576 0.309934 0.699198
1805.107646 -0.016102 0.080782 0.009596 -0.527589 0.364772 0.314381 0.699826
1805.141634 -0.008665 0.112222 0.027580 -0.526975 0.359429 0.317627 0.701584
1805.176321 -0.010382 0.077711 0.016396 -0.526814 0.353658 0.320423 0.703365
1805.210771 -0.007899 0.100247 0.043922 -0.527095 0.347649 0.322550 0.705175
1805.241808 -0.007596 0.125487 0.068097 -0.527698 0.343031 0.323560 0.706522
1805.276415 -0.002768 0.123270 0.034272 -0.528978 0.340093 0.323542 0.706993
1805.308218 0.010574 0.117298 0.004443 -0.530695 0.338698 0.322041 0.707062
1805.342465 0.025869 0.127475 -0.021997 -0.531324 0.339093 0.320678 0.707020
1805.376796 0.043436 0.124720 -0.050055 -0.531986 0.340193 0.318661 0.706905
1805.411778 0.057615 0.130516 -0.080676 -0.532914 0.340462 0.313837 0.708233
1805.442224 0.073275 0.141447 -0.109948 -0.533332 0.340302 0.308460 0.710355
1805.476264 0.089842 0.145282 -0.141294 -0.532611 0.341881 0.304086 0.712022
1805.510637 0.105706 0.151431 -0.173381 -0.530824 0.345392 0.299003 0.713812
1805.545223 0.119401 0.161388 -0.206253 -0.528303 0.350294 0.293221 0.715690
1805.575172 0.137558 0.161630 -0.239155 -0.525936 0.355278 0.288350 0.716954
1805.606325 0.153071 0.164884 -0.273892 -0.523527 0.361048 0.282611 0.718119
1805.640808 0.169517 0.166773 -0.309390 -0.521052 0.367677 0.275434 0.719343
1805.674399 0.184275 0.172437 -0.346302 -0.518343 0.373994 0.268335 0.720725
1805.708030 0.200186 0.173922 -0.384231 -0.515871 0.379574 0.261818 0.721978
1805.742292 0.214007 0.175366 -0.424037 -0.513592 0.383642 0.255653 0.723660
1805.774975 0.231082 0.172345 -0.465098 -0.511749 0.386229 0.250908 0.725248
1805.812029 0.248762 0.167241 -0.508328 -0.509580 0.387521 0.246389 0.727632
1805.845715 0.268279 0.155069 -0.549432 -0.507667 0.387555 0.243912 0.729783
1805.874403 0.282141 0.137655 -0.591079 -0.505849 0.387642 0.242658 0.731415
1805.908867 0.306016 0.115896 -0.627249 -0.503801 0.386752 0.241812 0.733577
1805.943546 0.320557 0.099748 -0.671406 -0.501479 0.386208 0.241072 0.735695
1805.974030 0.337321 0.083521 -0.713603 -0.499767 0.385262 0.241077 0.737352
1806.010506 0.354919 0.064280 -0.752972 -0.498401 0.383470 0.241260 0.739149
1806.044973 0.363947 0.065545 -0.799184 -0.497015 0.380826 0.242260 0.741119
1806.074246 0.368691 0.018838 -0.801019 -0.496805 0.378792 0.243498 0.741896
1806.109794 0.366302 0.063913 -0.801121 -0.497180 0.374982 0.246769 0.742500
1806.141184 0.371543 0.061266 -0.844015 -0.497198 0.372621 0.249511 0.742759
1806.174774 0.392439 0.097433 -0.835013 -0.498131 0.370726 0.253305 0.741798
1806.208948 0.412365 0.076610 -0.865786 -0.499181 0.369480 0.257006 0.740440
1806.243164 0.401471 0.116291 -0.864949 -0.500116 0.368554 0.260268 0.739130
1806.275643 0.425491 0.101151 -0.893343 -0.500815 0.367803 0.263003 0.738061
1806.310877 0.450064 0.105500 -0.923532 -0.501350 0.366715 0.265301 0.737417
1806.344785 0.473784 0.099285 -0.952801 -0.501711 0.365807 0.267048 0.736992
1806.375602 0.492194 0.077790 -0.977525 -0.501374 0.365713 0.267637 0.737054
1806.405927 0.517603 0.069562 -1.003097 -0.500831 0.365807 0.268032 0.737233
1806.439571 0.534014 0.044572 -1.023719 -0.500760 0.365402 0.267408 0.737708
1806.474819 0.552055 0.036427 -1.053383 -0.499717 0.365514 0.266755 0.738596
1806.509160 0.579950 0.024125 -1.071353 -0.497505 0.364984 0.266504 0.740440
1806.543746 0.601611 0.001796 -1.088789 -0.494689 0.365341 0.266378 0.742194
1806.573194 0.604383 0.037944 -1.090967 -0.492223 0.366074 0.266231 0.743524
1806.607619 0.633835 0.019342 -1.103372 -0.488916 0.365125 0.267845 0.745590
1806.642162 0.643866 0.055476 -1.104004 -0.485636 0.365709 0.268994 0.747032
1806.677096 0.631191 0.085282 -1.084061 -0.481721 0.365866 0.271140 0.748712
1806.711272 0.634545 0.047454 -1.087248 -0.477787 0.366261 0.273546 0.750163
1806.740553 0.660852 0.022772 -1.099766 -0.474920 0.365182 0.277390 0.751097
1806.773564 0.664157 0.061205 -1.096147 -0.472370 0.364343 0.280653 0.751901
1806.807370 0.660144 0.022850 -1.103743 -0.470946 0.362988 0.284690 0.751931
1806.842104 0.685477 -0.002632 -1.086792 -0.471532 0.361167 0.290201 0.750333
1806.876180 0.677890 -0.006404 -1.126042 -0.471739 0.359727 0.295270 0.748915
1806.906517 0.695150 -0.033652 -1.102846 -0.472940 0.358750 0.300894 0.746384
1806.940717 0.700809 0.004518 -1.110322 -0.473543 0.358042 0.306613 0.744010
1806.977039 0.677702 0.010374 -1.079780 -0.474913 0.359333 0.310002 0.741105
1807.005935 0.661937 -0.004357 -1.048278 -0.476913 0.360457 0.311055 0.738830
1807.039522 0.637710 -0.033770 -1.048780 -0.478965 0.362285 0.311350 0.736480
1807.074095 0.637421 0.000486 -1.032252 -0.481149 0.364102 0.311808 0.733962
1807.109134 0.663433 0.027329 -1.035332 -0.484206 0.364800 0.314222 0.730568
