# timestamp tx ty tz qx qy qz qw
2164.746548 0.000000 0.000000 0.000000 -0.506221 0.463711 0.337611 0.643996
2164.779955 0.008051 -0.007296 0.000802 -0.507657 0.463852 0.337637 0.642750
2164.815839 0.008915 0.000689 0.007991 -0.508813 0.463858 0.338021 0.641629
2164.842695 0.017085 -0.006113 0.007164 -0.509280 0.463887 0.338641 0.640910
2164.877139 0.016713 -0.012010 -0.000943 -0.509645 0.463584 0.339558 0.640354
2164.912256 0.017720 -0.014718 -0.009889 -0.509966 0.463167 0.341086 0.639588
2164.947175 0.021102 -0.016773 -0.019107 -0.510577 0.462854 0.343664 0.637944
2164.981199 0.027271 -0.016028 -0.027772 -0.511435 0.462496 0.345500 0.636523
2165.010290 0.029251 -0.020013 -0.037589 -0.512346 0.462028 0.347080 0.635270
2165.044834 0.026548 -0.025457 -0.046631 -0.513259 0.461754 0.348994 0.633681
2165.079155 0.025810 -0.026090 -0.058660 -0.514231 0.461729 0.350462 0.632099
2165.113224 0.025645 -0.021920 -0.071227 -0.514687 0.462414 0.352603 0.630033
2165.148202 0.026933 -0.021043 -0.084740 -0.515204 0.463139 0.354660 0.627921
2165.177280 0.034039 -0.011033 -0.079775 -0.515477 0.463482 0.356612 0.626335
2165.210954 0.034068 -0.019651 -0.089677 -0.515918 0.463407 0.358268 0.625081
2165.244637 0.032260 -0.011239 -0.079915 -0.516333 0.463124 0.359781 0.624079
2165.278667 0.031544 -0.018122 -0.090899 -0.516618 0.463063 0.361286 0.623018
2165.313212 0.030878 -0.023543 -0.102643 -0.516786 0.463098 0.362800 0.621971
2165.348023 0.032648 -0.013592 -0.095105 -0.516802 0.463405 0.364243 0.620885
2165.377795 0.035423 -0.001820 -0.093068 -0.516895 0.463816 0.365257 0.619905
2165.414106 0.037802 0.006995 -0.085588 -0.517146 0.464702 0.366256 0.618441
2165.444478 0.036009 -0.002740 -0.091123 -0.517526 0.465353 0.366822 0.617297
2165.478610 0.037553 0.006682 -0.085426 -0.518046 0.466049 0.367513 0.615923
2165.513067 0.035753 -0.002858 -0.090371 -0.518605 0.466645 0.368155 0.614617
2165.547955 0.037104 0.005839 -0.084103 -0.519187 0.467338 0.369044 0.613064
2165.577753 0.040006 0.015431 -0.080309 -0.519607 0.467608 0.369934 0.611965
2165.614861 0.040003 0.024581 -0.074783 -0.520084 0.467999 0.371230 0.610474
2165.644251 0.036762 0.015960 -0.080260 -0.520713 0.468161 0.372451 0.609068
2165.678650 0.036983 0.012876 -0.090613 -0.521493 0.468327 0.374125 0.607244
2165.710622 0.040138 0.007798 -0.099721 -0.522096 0.468395 0.375989 0.605519
2165.745318 0.041970 0.003725 -0.109903 -0.522359 0.468931 0.379308 0.602802
2165.779358 0.045710 0.002982 -0.120584 -0.523089 0.468890 0.381477 0.600830
2165.810602 0.048086 0.000250 -0.131508 -0.523545 0.468821 0.383703 0.599066
2165.844617 0.044529 0.004196 -0.121111 -0.523176 0.469376 0.387301 0.596633
2165.878921 0.048161 -0.001072 -0.131228 -0.523061 0.469421 0.389940 0.594977
2165.913272 0.052953 -0.001272 -0.142516 -0.522694 0.469763 0.392509 0.593338
2165.943175 0.055816 -0.007818 -0.152906 -0.522040 0.469912 0.394681 0.592354
2165.977986 0.059285 -0.010897 -0.164999 -0.520349 0.470813 0.398582 0.590512
2166.013649 0.063852 -0.016108 -0.175977 -0.519109 0.471558 0.400632 0.589621
2166.043195 0.067599 -0.017160 -0.188393 -0.518072 0.472352 0.402012 0.588958
2166.077793 0.071203 -0.019799 -0.200583 -0.516206 0.473625 0.404705 0.587729
2166.108745 0.074779 -0.022727 -0.212682 -0.514702 0.474449 0.407003 0.586795
2166.143242 0.079014 -0.018526 -0.223790 -0.513166 0.475159 0.409583 0.585770
2166.176856 0.083110 -0.016241 -0.235123 -0.512006 0.475611 0.411795 0.584866
2166.210524 0.081783 -0.008230 -0.226328 -0.511471 0.475674 0.412866 0.584528
2166.244443 0.078949 -0.019448 -0.227888 -0.511079 0.475564 0.413965 0.584183
2166.278546 0.077307 -0.008396 -0.224974 -0.510853 0.475532 0.414522 0.584012
2166.312570 0.077463 -0.014752 -0.234459 -0.510731 0.475612 0.414371 0.584161
2166.347773 0.078397 -0.006706 -0.226466 -0.510470 0.475913 0.413753 0.584581
2166.380399 0.071931 0.002611 -0.226546 -0.510357 0.476029 0.412333 0.585589
2166.412889 0.068144 0.013339 -0.226268 -0.510299 0.476363 0.410709 0.586507
2166.442166 0.069480 0.006539 -0.235342 -0.510557 0.476157 0.408885 0.587724
2166.475931 0.069139 0.013900 -0.226453 -0.510484 0.476246 0.407323 0.588799
2166.510267 0.070195 0.025164 -0.223569 -0.510449 0.476371 0.405515 0.589974
2166.544212 0.073989 0.021708 -0.234383 -0.510339 0.476475 0.403958 0.591053
2166.576141 0.079759 0.019885 -0.245052 -0.510691 0.476128 0.401785 0.592508
2166.610310 0.083462 0.020316 -0.257097 -0.511048 0.475419 0.399451 0.594344
2166.644492 0.089358 0.013512 -0.266408 -0.511225 0.474425 0.396996 0.596627
2166.678584 0.093368 0.015796 -0.278542 -0.510728 0.473679 0.395229 0.598815
2166.713431 0.094740 0.008155 -0.288985 -0.510179 0.473390 0.393389 0.600720
2166.742415 0.100829 0.009034 -0.300532 -0.510133 0.472773 0.391145 0.602707
2166.776141 0.106113 0.006694 -0.312352 -0.510008 0.472150 0.388353 0.605102
2166.809731 0.110083 0.002738 -0.324303 -0.509630 0.472104 0.386582 0.606589
2166.843661 0.116413 0.005153 -0.335680 -0.509870 0.471371 0.384215 0.608458
2166.878322 0.118984 0.017914 -0.331735 -0.509644 0.471139 0.382668 0.609801
2166.912993 0.117504 0.006031 -0.338915 -0.509397 0.470769 0.381355 0.611113
2166.943132 0.117778 0.018669 -0.332426 -0.509389 0.470427 0.380296 0.612042
2166.980115 0.115394 0.005824 -0.337356 -0.509605 0.469892 0.379200 0.612953
2167.013984 0.122160 0.009891 -0.348434 -0.509570 0.469213 0.378448 0.613966
2167.043713 0.125776 0.011161 -0.361109 -0.509588 0.468798 0.377646 0.614762
2167.078016 0.130728 0.020681 -0.353422 -0.509715 0.468354 0.376629 0.615618
2167.112986 0.130116 0.009012 -0.359469 -0.509690 0.467983 0.375554 0.616577
2167.146922 0.132422 0.019806 -0.352231 -0.509522 0.467667 0.374147 0.617810
2167.177386 0.134310 0.016574 -0.364933 -0.509433 0.467119 0.372127 0.619515
2167.212731 0.135530 0.029536 -0.361487 -0.508717 0.467147 0.370139 0.621271
2167.247166 0.134144 0.018861 -0.369953 -0.507564 0.467360 0.368199 0.623204
2167.277028 0.135783 0.006377 -0.375670 -0.506623 0.467663 0.366177 0.624931
2167.314873 0.134275 -0.007383 -0.377500 -0.505608 0.467922 0.363635 0.627040
2167.344578 0.133144 -0.014248 -0.389889 -0.505096 0.467588 0.360910 0.629272
2167.378601 0.143566 -0.024265 -0.389823 -0.504696 0.467552 0.358669 0.630900
2167.411117 0.139971 -0.032274 -0.401591 -0.503709 0.468057 0.356505 0.632538
2167.445786 0.139231 -0.047117 -0.402790 -0.503021 0.468657 0.353934 0.634083
2167.480319 0.137122 -0.057347 -0.413621 -0.502457 0.469317 0.351447 0.635425
2167.509186 0.134686 -0.055182 -0.428452 -0.501835 0.469657 0.349548 0.636710
2167.544114 0.136680 -0.054532 -0.443593 -0.502033 0.469398 0.346081 0.638636
2167.576171 0.139583 -0.057826 -0.458341 -0.501872 0.469523 0.344103 0.639739
2167.609836 0.140479 -0.050503 -0.444615 -0.501858 0.469629 0.342136 0.640727
2167.643523 0.147467 -0.058107 -0.456545 -0.502416 0.469114 0.339287 0.642180
2167.677728 0.147133 -0.062800 -0.471673 -0.503095 0.468509 0.336472 0.643569
2167.711843 0.156608 -0.067540 -0.483367 -0.503804 0.468095 0.333781 0.644716
2167.746597 0.161553 -0.070094 -0.497922 -0.504045 0.468033 0.331948 0.645518
2167.775905 0.166241 -0.076220 -0.511462 -0.504627 0.467686 0.329610 0.646512
2167.810275 0.171736 -0.078955 -0.526022 -0.505227 0.467253 0.326793 0.647786
2167.841432 0.176626 -0.076818 -0.540962 -0.505294 0.467143 0.325101 0.648663
2167.875695 0.178935 -0.061084 -0.540222 -0.505730 0.467211 0.322919 0.649364
